Store ID,Store Name,Division,n_weeks,Actual_Total,Predicted_Total,WAPE_pct,Bias_pct,RMSE,Q1_Bias,Q2_Bias,Q3_Bias,Q4_Bias,abs_bias,target_status,role_of_store
S00726,"Foxport, OR",WEST,13,8908268.0,8.710772e+06,7.77,-2.22,61889.0,,,-3.4,-1.4,2.22,Well-Calibrated,Neutral
S00750,"Sungate, UT",WEST,13,16933895.0,1.6558809e+07,6.82,-2.22,99676.0,,,-1.8,-2.5,2.22,Well-Calibrated,Maintain
S00083,"Starplains, SD",WEST,13,20075356.0,1.9628802e+07,7.44,-2.22,135327.0,,,3.1,-5.4,2.22,Well-Calibrated,Growth
S01201,"Whiteheights, MO",WEST,13,18162060.0,1.8565756e+07,6.05,2.22,105192.0,,,2.6,1.9,2.22,Well-Calibrated,Maintain
S01343,"Mooncourt, TX",SOUTH,13,6516887.0,6.66014e+06,6.45,2.2,41918.0,,,1.9,2.4,2.2,Well-Calibrated,High Growth
S00692,"Silverbrook, TX",SOUTH,13,7244512.0,7.404198e+06,8.35,2.2,57107.0,,,0.1,3.6,2.2,Well-Calibrated,Defend
S00629,"Galcliff, KY",SOUTH,13,5878498.0,5.749175e+06,7.42,-2.2,39799.0,,,-1.5,-2.7,2.2,Well-Calibrated,Growth
S00831,"Granitereach, FL",SOUTH,13,3646947.0,3.566782e+06,7.27,-2.2,24665.0,,,-4.8,-0.6,2.2,Well-Calibrated,Growth
S00806,"Oakcourt, FL",SOUTH,13,15815386.0,1.5468356e+07,5.35,-2.19,97538.0,,,-5.8,0.2,2.19,Well-Calibrated,High Growth
S00817,"Galshire, FL",SOUTH,13,6455731.0,6.314618e+06,10.29,-2.19,62961.0,,,-7.8,1.9,2.19,Well-Calibrated,High Growth
S00097,"Greencove, WV",NORTH,13,30606768.0,3.1274996e+07,4.12,2.18,145243.0,,,2.6,1.8,2.18,Well-Calibrated,Defend
S01166,"Foxwood, OH",NORTH,13,7627983.0,7.461732e+06,5.29,-2.18,41283.0,,,-1.6,-2.6,2.18,Well-Calibrated,Maintain
S00462,"Silverjunction, OK",WEST,13,25422048.0,2.4867588e+07,9.71,-2.18,294458.0,,,-4.8,-0.5,2.18,Well-Calibrated,Neutral
S00513,"Mormesa, SC",SOUTH,13,7898048.0,7.726065e+06,6.9,-2.18,54564.0,,,-3.2,-1.5,2.18,Well-Calibrated,Growth
S00448,"Vanisle, IN",NORTH,13,4793966.0,4.690036e+06,11.42,-2.17,61310.0,,,-5.0,-0.1,2.17,Well-Calibrated,Maintain
S00423,"Stormport, TX",WEST,13,8451560.0,8.635256e+06,6.12,2.17,58769.0,,,0.0,3.7,2.17,Well-Calibrated,Defend
S01084,"Royalmere, WA",WEST,13,6193205.0,6.058532e+06,8.19,-2.17,50349.0,,,-3.0,-1.6,2.17,Well-Calibrated,Growth
S01362,"Starfield, AR",SOUTH,13,3904535.0,3.988706e+06,7.41,2.16,29177.0,,,4.0,0.9,2.16,Well-Calibrated,Defend
S00666,"Lakepoint, OH",NORTH,13,4525220.0,4.623146e+06,7.1,2.16,32071.0,,,3.9,1.0,2.16,Well-Calibrated,Maintain
S01350,"Whitecross, MO",WEST,13,25246697.0,2.4701024e+07,7.72,-2.16,190695.0,,,-0.6,-3.1,2.16,Well-Calibrated,Growth
S01256,"Cleargard, AZ",WEST,13,4344545.0,4.250845e+06,11.01,-2.16,43406.0,,,-1.5,-2.5,2.16,Well-Calibrated,High Growth
S00777,"Eaglemont, MI",NORTH,13,14446124.0,1.4135818e+07,6.33,-2.15,87972.0,,,-1.8,-2.4,2.15,Well-Calibrated,Neutral
S01312,"Blackcross, TN",SOUTH,13,29498490.0,2.8863032e+07,6.28,-2.15,164206.0,,,-0.4,-3.3,2.15,Well-Calibrated,High Growth
S01732,"Pinehaven, CA",WEST,13,10967734.0,1.0732161e+07,8.01,-2.15,88765.0,,,-3.7,-1.1,2.15,Well-Calibrated,Neutral
S01540,"Foxpoint, NC",SOUTH,13,7721472.0,7.887815e+06,7.52,2.15,60794.0,,,-1.1,4.5,2.15,Well-Calibrated,Growth
S01300,"Rivfield, CO",WEST,13,14346651.0,1.4040326e+07,6.59,-2.14,86248.0,,,-0.2,-3.4,2.14,Well-Calibrated,Growth
S00244,"Lakecross, AZ",WEST,13,2525596.0,2.471654e+06,7.83,-2.14,19803.0,,,-3.6,-1.4,2.14,Well-Calibrated,High Growth
S00597,"Brightvalley, PA",NORTH,13,2361919.0,2.412532e+06,6.32,2.14,14193.0,,,2.2,2.1,2.14,Well-Calibrated,Defend
S00630,"Northcourt, TX",WEST,13,20057129.0,2.048508e+07,9.33,2.13,171835.0,,,1.4,2.6,2.13,Well-Calibrated,High Growth
S01071,"Graniteshire, NV",WEST,13,36886164.0,3.767264e+07,8.17,2.13,283922.0,,,7.1,-1.1,2.13,Well-Calibrated,Neutral
S01598,"Southcliff, CA",WEST,13,4177505.0,4.089564e+06,11.06,-2.11,49407.0,,,0.0,-3.4,2.11,Well-Calibrated,Defend
S00657,"Ironwatch, WI",NORTH,13,3390462.0,3.318991e+06,7.83,-2.11,26378.0,,,-0.2,-3.4,2.11,Well-Calibrated,Maintain
S00983,"Southgrove, AR",WEST,13,12138802.0,1.1882976e+07,9.48,-2.11,114742.0,,,-0.6,-3.1,2.11,Well-Calibrated,Growth
S01098,"Brightbrook, FL",SOUTH,13,13111910.0,1.2834682e+07,5.89,-2.11,81324.0,,,-2.2,-2.1,2.11,Well-Calibrated,Growth
S00550,"Vanford, TN",SOUTH,13,22564200.0,2.304077e+07,7.68,2.11,152757.0,,,0.9,3.0,2.11,Well-Calibrated,Maintain
S01349,"Oakcross, MN",WEST,13,5342406.0,5.22953e+06,8.7,-2.11,45091.0,,,-1.5,-2.6,2.11,Well-Calibrated,Maintain
S01422,"Morrock, AZ",WEST,13,11160369.0,1.09262e+07,9.56,-2.1,101583.0,,,-8.8,2.3,2.1,Well-Calibrated,High Growth
S01054,"Vanheights, TX",SOUTH,13,28751680.0,2.8148418e+07,8.45,-2.1,216203.0,,,1.8,-4.4,2.1,Well-Calibrated,Growth
S01416,"Winshire, ME",NORTH,13,8520016.0,8.699261e+06,5.91,2.1,47816.0,,,4.2,0.6,2.1,Well-Calibrated,Maintain
S00662,"Wolfbrook, NJ",NORTH,13,8405067.0,8.228168e+06,5.74,-2.1,52440.0,,,-1.4,-2.6,2.1,Well-Calibrated,Neutral
S00184,"Eagleside, MD",NORTH,13,4937705.0,4.834412e+06,5.82,-2.09,28762.0,,,-5.3,0.2,2.09,Well-Calibrated,Growth
S00208,"Ashside, PA",NORTH,13,14269696.0,1.397149e+07,8.91,-2.09,140351.0,,,2.5,-5.2,2.09,Well-Calibrated,Maintain
S01660,"Westrun, MD",NORTH,13,20308847.0,1.9884386e+07,5.21,-2.09,95090.0,,,-1.3,-2.6,2.09,Well-Calibrated,Defend
S01717,"Brightport, GA",SOUTH,13,3436958.0,3.365198e+06,6.48,-2.09,22337.0,,,1.6,-4.4,2.09,Well-Calibrated,Maintain
S01466,"Goldview, MN",WEST,13,2545563.0,2.492593e+06,11.32,-2.08,26310.0,,,-2.1,-2.1,2.08,Well-Calibrated,Defend
S00123,"Ashcourt, TN",SOUTH,13,17114936.0,1.6758565e+07,6.92,-2.08,103767.0,,,-0.5,-3.1,2.08,Well-Calibrated,Defend
S00449,"Whitereach, NH",NORTH,12,3790390.0,3.86898e+06,6.39,2.07,26178.0,,,-2.5,6.3,2.07,Well-Calibrated,Defend
S01091,"Coppermere, NC",SOUTH,13,15727536.0,1.5402531e+07,6.07,-2.07,98686.0,,,-0.3,-3.2,2.07,Well-Calibrated,Maintain
S00576,"Foxrun, NY",NORTH,13,4573816.0,4.479217e+06,8.33,-2.07,35416.0,,,0.3,-3.6,2.07,Well-Calibrated,Maintain
S00509,"Westkeep, VA",SOUTH,13,5777341.0,5.896584e+06,4.51,2.06,30193.0,,,-0.7,4.2,2.06,Well-Calibrated,Defend
S00734,"Redstrand, KY",SOUTH,13,7499083.0,7.344716e+06,6.29,-2.06,49216.0,,,-5.5,0.5,2.06,Well-Calibrated,Growth
S00655,"Redmesa, OH",NORTH,13,6678088.0,6.541514e+06,8.85,-2.05,66004.0,,,-1.7,-2.3,2.05,Well-Calibrated,Neutral
S01168,"Riverbay, NV",WEST,13,9536654.0,9.341196e+06,6.88,-2.05,67034.0,,,-0.6,-3.0,2.05,Well-Calibrated,Growth
S00567,"Riverrock, GA",SOUTH,13,3866479.0,3.787186e+06,5.61,-2.05,18718.0,,,1.0,-4.0,2.05,Well-Calibrated,Neutral
S01590,"Crystalcourt, TX",WEST,13,23855020.0,2.4342098e+07,7.42,2.04,188377.0,,,3.6,1.1,2.04,Well-Calibrated,Defend
S00990,"Moonside, TN",SOUTH,13,25287637.0,2.4770596e+07,7.85,-2.04,222206.0,,,-3.0,-1.3,2.04,Well-Calibrated,High Growth
S01281,"Morhollow, WA",WEST,13,10424737.0,1.021178e+07,7.38,-2.04,69796.0,,,1.1,-4.0,2.04,Well-Calibrated,Neutral
S00826,"Clearrun, NY",NORTH,13,4967860.0,5.069146e+06,7.42,2.04,39261.0,,,4.4,0.4,2.04,Well-Calibrated,Defend
S01004,"Lowrock, MA",NORTH,13,23668974.0,2.3186508e+07,6.94,-2.04,154961.0,,,-5.3,0.4,2.04,Well-Calibrated,Neutral
S00644,"Maplecove, CA",WEST,13,5237057.0,5.129995e+06,5.97,-2.04,31183.0,,,-0.9,-2.8,2.04,Well-Calibrated,High Growth
S01440,"Crystalgate, FL",SOUTH,13,6524767.0,6.392269e+06,4.56,-2.03,28976.0,,,-4.1,-0.7,2.03,Well-Calibrated,High Growth
S01077,"Sagekeep, MS",SOUTH,13,6401311.0,6.271128e+06,6.14,-2.03,36656.0,,,-0.7,-2.9,2.03,Well-Calibrated,Defend
S00606,"Silverharbor, AL",SOUTH,13,6223087.0,6.096606e+06,5.85,-2.03,32586.0,,,-1.3,-2.5,2.03,Well-Calibrated,Maintain
S00052,"Wingard, CT",NORTH,13,22963991.0,2.2500232e+07,5.35,-2.02,111719.0,,,-0.6,-3.0,2.02,Well-Calibrated,Defend
S01482,"Riverwatch, TX",SOUTH,13,26814175.0,2.7355854e+07,6.27,2.02,153357.0,,,5.0,0.1,2.02,Well-Calibrated,Growth
S00935,"Ironcamp, NC",SOUTH,13,5998300.0,5.87709e+06,9.15,-2.02,48250.0,,,-1.2,-2.6,2.02,Well-Calibrated,Growth
S00977,"Lowbay, FL",SOUTH,13,24680051.0,2.4181156e+07,5.75,-2.02,145024.0,,,-2.2,-1.9,2.02,Well-Calibrated,Growth
S01055,"Pinecrest, LA",SOUTH,13,8725802.0,8.549299e+06,5.72,-2.02,48497.0,,,0.4,-3.6,2.02,Well-Calibrated,Growth
S00712,"Starside, FL",SOUTH,13,12386740.0,1.2136833e+07,5.76,-2.02,69348.0,,,1.1,-3.9,2.02,Well-Calibrated,High Growth
S01363,"Rivertown, DC",NORTH,13,26929584.0,2.6385522e+07,6.0,-2.02,171181.0,,,-1.3,-2.5,2.02,Well-Calibrated,Maintain
S01600,"Morport, TX",WEST,13,2706958.0,2.761561e+06,7.42,2.02,18843.0,,,1.3,2.5,2.02,Well-Calibrated,Defend
S00112,"Redport, CA",WEST,13,13571540.0,1.329899e+07,7.35,-2.01,96922.0,,,-0.9,-2.7,2.01,Well-Calibrated,Neutral
S00079,"Suncove, CA",WEST,13,25426587.0,2.491655e+07,9.61,-2.01,224301.0,,,-2.1,-1.9,2.01,Well-Calibrated,Maintain
S00547,"Morwatch, PA",NORTH,13,3331155.0,3.264174e+06,6.7,-2.01,20475.0,,,-3.6,-1.0,2.01,Well-Calibrated,Neutral
S01565,"Oakvalley, CA",WEST,13,14199551.0,1.3914051e+07,7.95,-2.01,108458.0,,,2.0,-4.4,2.01,Well-Calibrated,High Growth
S00504,"Shadowcamp, SC",SOUTH,13,9451302.0,9.261079e+06,6.17,-2.01,53713.0,,,-3.8,-0.8,2.01,Well-Calibrated,Growth
S01241,"Frostcliff, NY",NORTH,13,19076539.0,1.8692272e+07,4.98,-2.01,89937.0,,,-4.5,-0.3,2.01,Well-Calibrated,Neutral
S01316,"Galbrook, TX",SOUTH,13,3546235.0,3.475026e+06,6.82,-2.01,24417.0,,,-4.6,-0.1,2.01,Well-Calibrated,High Growth
S00159,"Clearheights, PA",NORTH,13,18397186.0,1.8029486e+07,7.74,-2.0,135307.0,,,-0.2,-3.2,2.0,Well-Calibrated,Defend
S00529,"Highcamp, IN",NORTH,13,9150928.0,8.968301e+06,6.23,-2.0,55826.0,,,2.1,-4.6,2.0,Well-Calibrated,Neutral
S00626,"Moonpoint, PA",NORTH,13,6568490.0,6.436978e+06,8.5,-2.0,56487.0,,,-3.7,-0.8,2.0,Well-Calibrated,Defend
S00558,"Lakecove, KY",SOUTH,13,18246802.0,1.8611888e+07,8.31,2.0,150006.0,,,4.3,0.4,2.0,Well-Calibrated,Growth
S01112,"Wolfhaven, VA",NORTH,13,14771943.0,1.4477109e+07,6.5,-2.0,95338.0,,,-2.1,-1.9,2.0,Well-Calibrated,Growth
S00421,"Westmere, NH",NORTH,12,7425000.0,7.276677e+06,9.78,-2.0,69411.0,,,-4.7,0.2,2.0,Well-Calibrated,Maintain
S00809,"Royalcove, AL",SOUTH,13,6674902.0,6.542364e+06,7.78,-1.99,46506.0,,,0.5,-3.6,1.99,Well-Calibrated,Neutral
S00696,"Eaglepoint, TX",SOUTH,13,10107463.0,9.906746e+06,5.73,-1.99,68231.0,,,-1.1,-2.5,1.99,Well-Calibrated,High Growth
S01552,"Rivcross, NV",WEST,13,12458503.0,1.2210076e+07,6.65,-1.99,79291.0,,,-1.9,-2.0,1.99,Well-Calibrated,Growth
S00338,"Royaltown, GA",SOUTH,13,15501181.0,1.5810066e+07,8.35,1.99,130315.0,,,5.5,-0.3,1.99,Well-Calibrated,Neutral
S00117,"Westhaven, MS",SOUTH,13,6828634.0,6.693396e+06,6.44,-1.98,45218.0,,,-2.9,-1.3,1.98,Well-Calibrated,High Growth
S01255,"Pinemark, AR",SOUTH,13,17613317.0,1.7962206e+07,7.43,1.98,111614.0,,,3.9,0.8,1.98,Well-Calibrated,Growth
S01212,"Lowside, NM",WEST,13,3839586.0,3.763452e+06,7.13,-1.98,26272.0,,,-2.7,-1.5,1.98,Well-Calibrated,Growth
S00650,"Foxcourt, MD",NORTH,13,9172985.0,8.991429e+06,4.92,-1.98,42636.0,,,-4.0,-0.6,1.98,Well-Calibrated,Growth
S00832,"Eastford, KY",SOUTH,13,5777689.0,5.891844e+06,7.84,1.98,41257.0,,,-1.4,4.5,1.98,Well-Calibrated,Defend
S01531,"Lakebay, KY",SOUTH,13,4874202.0,4.970722e+06,4.8,1.98,24058.0,,,0.8,2.9,1.98,Well-Calibrated,Maintain
S00608,"Maplesprings, MO",WEST,13,5874810.0,5.758319e+06,9.27,-1.98,48841.0,,,-1.1,-2.6,1.98,Well-Calibrated,Neutral
S01012,"Silvergrove, IL",NORTH,13,10826607.0,1.0611838e+07,9.02,-1.98,119542.0,,,-0.9,-2.7,1.98,Well-Calibrated,Defend
S01608,"Galhollow, TX",WEST,13,8946977.0,8.770404e+06,9.16,-1.97,80914.0,,,-5.8,0.7,1.97,Well-Calibrated,High Growth
S00247,"Northmesa, OH",NORTH,13,3525704.0,3.595312e+06,5.16,1.97,17537.0,,,2.8,1.4,1.97,Well-Calibrated,Defend
S01227,"Northmont, FL",SOUTH,13,5710733.0,5.822982e+06,5.47,1.97,27988.0,,,1.0,2.6,1.97,Well-Calibrated,Neutral
S01036,"Vanpoint, AL",SOUTH,13,34766590.0,3.408321e+07,8.48,-1.97,249541.0,,,-0.2,-3.1,1.97,Well-Calibrated,Growth
S00281,"Whitegard, TN",SOUTH,13,26529938.0,2.601011e+07,6.15,-1.96,149563.0,,,-3.1,-1.2,1.96,Well-Calibrated,Neutral
S01145,"Lakemark, CA",WEST,13,1828591.0,1.86446e+06,11.2,1.96,24036.0,,,3.8,0.9,1.96,Well-Calibrated,Maintain
S00016,"Greenreach, CO",WEST,13,3297607.0,3.23283e+06,6.44,-1.96,20985.0,,,0.4,-3.5,1.96,Well-Calibrated,High Growth
S00202,"Winside, TX",WEST,13,10935725.0,1.0722009e+07,15.43,-1.95,183844.0,,,-10.1,4.1,1.95,Well-Calibrated,Defend
S01668,"Irongrove, MS",SOUTH,13,12354599.0,1.2113253e+07,5.93,-1.95,71086.0,,,-1.5,-2.2,1.95,Well-Calibrated,Neutral
S00799,"Sageport, WA",WEST,13,8633239.0,8.801516e+06,5.88,1.95,53361.0,,,2.7,1.4,1.95,Well-Calibrated,Maintain
S00970,"Greenhold, MO",WEST,13,15969525.0,1.5658535e+07,8.39,-1.95,132031.0,,,-2.1,-1.8,1.95,Well-Calibrated,Growth
S01209,"Moonshire, OK",WEST,13,18714122.0,1.907924e+07,7.47,1.95,132616.0,,,1.4,2.3,1.95,Well-Calibrated,Neutral
S01559,"Pineisle, IN",NORTH,13,3247613.0,3.310607e+06,6.17,1.94,18635.0,,,2.7,1.4,1.94,Well-Calibrated,Defend
S00492,"Galvalley, MI",NORTH,13,7667921.0,7.519068e+06,6.67,-1.94,46079.0,,,-2.5,-1.5,1.94,Well-Calibrated,Defend
S00609,"Stormsprings, KY",SOUTH,13,7450682.0,7.594929e+06,7.03,1.94,47348.0,,,2.9,1.3,1.94,Well-Calibrated,Defend
S00446,"Southplains, OH",NORTH,13,15257969.0,1.5552856e+07,6.8,1.93,116152.0,,,-1.6,4.6,1.93,Well-Calibrated,Defend
S00160,"Grayhollow, NC",SOUTH,13,3713876.0,3.785682e+06,6.34,1.93,24812.0,,,0.2,3.2,1.93,Well-Calibrated,Neutral
S01678,"Crystalwatch, VA",NORTH,13,28683028.0,2.8128632e+07,5.63,-1.93,163290.0,,,-5.0,0.3,1.93,Well-Calibrated,Maintain
S01202,"Greenfall, TX",SOUTH,13,9691048.0,9.503851e+06,6.08,-1.93,55683.0,,,-1.1,-2.5,1.93,Well-Calibrated,Growth
S00479,"Rivmark, TX",SOUTH,13,6103196.0,5.985992e+06,4.68,-1.92,27239.0,,,-3.9,-0.7,1.92,Well-Calibrated,Neutral
S00312,"Blueside, KY",SOUTH,13,2531292.0,2.579917e+06,7.12,1.92,16586.0,,,1.5,2.2,1.92,Well-Calibrated,Neutral
S00919,"Wintown, AR",WEST,13,22845021.0,2.2407436e+07,5.1,-1.92,106529.0,,,-1.1,-2.4,1.92,Well-Calibrated,High Growth
S00488,"Southstrand, NE",WEST,13,5626094.0,5.73407e+06,8.58,1.92,46419.0,,,10.0,-3.1,1.92,Well-Calibrated,Defend
S01105,"Sagemesa, NJ",NORTH,13,3926382.0,3.850896e+06,10.67,-1.92,40312.0,,,-4.9,0.4,1.92,Well-Calibrated,Maintain
S00061,"Rivercrest, TX",SOUTH,13,7166134.0,7.028354e+06,12.23,-1.92,93279.0,,,3.7,-5.3,1.92,Well-Calibrated,High Growth
S00404,"Whitesprings, FL",SOUTH,13,24968825.0,2.449156e+07,7.59,-1.91,167832.0,,,-0.7,-2.6,1.91,Well-Calibrated,Maintain
S00195,"Goldport, NC",SOUTH,13,2504046.0,2.456533e+06,11.83,-1.9,30969.0,,,-1.5,-2.1,1.9,Well-Calibrated,Maintain
S01368,"Lowview, NC",SOUTH,13,5322255.0,5.221316e+06,6.37,-1.9,30512.0,,,-2.1,-1.8,1.9,Well-Calibrated,High Growth
S00891,"Greenhollow, AZ",WEST,13,11652370.0,1.1431032e+07,8.12,-1.9,81063.0,,,-8.6,2.5,1.9,Well-Calibrated,Defend
S01032,"Frostgrove, FL",SOUTH,13,9380085.0,9.202972e+06,5.11,-1.89,42892.0,,,-1.6,-2.1,1.89,Well-Calibrated,Growth
S01693,"Bearmesa, NV",WEST,13,3227258.0,3.288158e+06,8.77,1.89,32199.0,,,4.1,0.6,1.89,Well-Calibrated,High Growth
S00105,"Lakebend, CA",WEST,13,15104062.0,1.48186e+07,6.7,-1.89,112043.0,,,2.7,-4.5,1.89,Well-Calibrated,Defend
S00164,"Lowport, TX",SOUTH,13,13174890.0,1.2927539e+07,5.49,-1.88,70594.0,,,-3.2,-1.0,1.88,Well-Calibrated,Growth
S01381,"Westrock, WA",WEST,13,12860582.0,1.2618934e+07,7.29,-1.88,91139.0,,,0.1,-3.3,1.88,Well-Calibrated,High Growth
S01695,"Wolfmere, MO",WEST,13,4856444.0,4.76517e+06,9.75,-1.88,47075.0,,,-1.3,-2.3,1.88,Well-Calibrated,Neutral
S01514,"Eastreach, SC",SOUTH,13,11290843.0,1.1078021e+07,4.79,-1.88,63362.0,,,-1.3,-2.3,1.88,Well-Calibrated,Neutral
S00372,"Silverpoint, NY",NORTH,13,3405452.0,3.46907e+06,6.52,1.87,23537.0,,,1.9,1.9,1.87,Well-Calibrated,Defend
S00862,"Ashmesa, GA",SOUTH,13,2806575.0,2.858954e+06,6.85,1.87,26526.0,,,0.9,2.5,1.87,Well-Calibrated,Growth
S00793,"Morshire, PA",NORTH,13,2739372.0,2.688092e+06,5.31,-1.87,14584.0,,,-0.7,-2.6,1.87,Well-Calibrated,Maintain
S00214,"Ironcrest, PA",NORTH,13,10972344.0,1.076787e+07,4.74,-1.86,52828.0,,,0.4,-3.4,1.86,Well-Calibrated,Maintain
S00886,"Easthold, LA",SOUTH,13,2404166.0,2.359556e+06,6.02,-1.86,14203.0,,,-2.6,-1.4,1.86,Well-Calibrated,High Growth
S00161,"Bluecliff, GA",SOUTH,13,7261503.0,7.126581e+06,8.06,-1.86,55077.0,,,5.0,-5.9,1.86,Well-Calibrated,High Growth
S01575,"Eaglestrand, NC",SOUTH,13,8852769.0,8.688124e+06,8.53,-1.86,69914.0,,,-3.2,-0.9,1.86,Well-Calibrated,High Growth
S01691,"Cedarisle, NY",NORTH,13,29383896.0,2.8839696e+07,4.21,-1.85,118423.0,,,-1.0,-2.5,1.85,Well-Calibrated,Maintain
S00388,"Frostcamp, IN",SOUTH,13,59134624.0,6.0230388e+07,5.64,1.85,295864.0,,,1.7,2.0,1.85,Well-Calibrated,Defend
S00752,"Starharbor, IL",NORTH,13,5874434.0,5.765629e+06,7.13,-1.85,39956.0,,,0.7,-3.5,1.85,Well-Calibrated,Maintain
S00039,"Hightown, SC",SOUTH,13,39476090.0,3.874876e+07,7.84,-1.84,310805.0,,,-1.8,-1.9,1.84,Well-Calibrated,High Growth
S01675,"Eagleisle, PA",NORTH,13,14409187.0,1.4674847e+07,6.61,1.84,98093.0,,,2.7,1.3,1.84,Well-Calibrated,Defend
S00861,"Stonerun, FL",SOUTH,13,5283634.0,5.186435e+06,6.07,-1.84,36799.0,,,-2.8,-1.3,1.84,Well-Calibrated,High Growth
S01173,"Southsprings, FL",SOUTH,13,17484232.0,1.7162004e+07,4.95,-1.84,80641.0,,,-1.9,-1.8,1.84,Well-Calibrated,Growth
S01439,"Whitemere, NJ",NORTH,13,5912199.0,5.803194e+06,7.46,-1.84,46218.0,,,-0.8,-2.6,1.84,Well-Calibrated,Maintain
S01111,"Galdor, NC",SOUTH,13,15586862.0,1.5299424e+07,8.07,-1.84,140283.0,,,2.4,-4.5,1.84,Well-Calibrated,Growth
S00620,"Bluedor, FL",SOUTH,13,41482163.0,4.0724828e+07,9.7,-1.83,363404.0,,,1.7,-4.1,1.83,Well-Calibrated,Growth
S01257,"Riverharbor, FL",SOUTH,13,6803395.0,6.679167e+06,5.69,-1.83,42685.0,,,-1.4,-2.1,1.83,Well-Calibrated,Maintain
S00674,"Starcamp, NM",WEST,13,14561965.0,1.4295918e+07,4.81,-1.83,87834.0,,,-0.4,-2.7,1.83,Well-Calibrated,Growth
S00622,"Silverridge, NC",SOUTH,13,37174854.0,3.649774e+07,5.34,-1.82,183084.0,,,0.8,-3.5,1.82,Well-Calibrated,Growth
S00641,"Moonreach, NC",SOUTH,13,7381427.0,7.246782e+06,8.48,-1.82,59221.0,,,0.3,-3.2,1.82,Well-Calibrated,High Growth
S01224,"Clearfield, FL",SOUTH,13,7524052.0,7.38749e+06,5.72,-1.82,47107.0,,,0.5,-3.3,1.82,Well-Calibrated,High Growth
S00559,"Grayshire, KY",SOUTH,13,3277561.0,3.337347e+06,7.19,1.82,22562.0,,,-0.5,3.6,1.82,Well-Calibrated,Maintain
S01484,"Grayfall, TX",SOUTH,13,19536550.0,1.9891272e+07,5.43,1.82,94201.0,,,0.7,2.6,1.82,Well-Calibrated,High Growth
S00211,"Granitevalley, OH",NORTH,13,30780156.0,3.0220666e+07,6.84,-1.82,213829.0,,,-2.1,-1.6,1.82,Well-Calibrated,Maintain
S00824,"Ironshire, OR",WEST,13,30285289.0,2.9732628e+07,6.33,-1.82,192238.0,,,-0.5,-2.7,1.82,Well-Calibrated,Neutral
S00729,"Crystalcross, GA",SOUTH,13,13828674.0,1.3577124e+07,7.45,-1.82,99402.0,,,2.3,-4.3,1.82,Well-Calibrated,High Growth
S01301,"Brightmere, NC",SOUTH,13,3059752.0,3.115329e+06,6.46,1.82,18632.0,,,4.8,-0.1,1.82,Well-Calibrated,Defend
S00864,"Ashbay, VA",NORTH,13,12640785.0,1.2412504e+07,4.99,-1.81,57099.0,,,-2.2,-1.6,1.81,Well-Calibrated,High Growth
S00524,"Silverplains, TX",SOUTH,13,11712159.0,1.1500102e+07,7.35,-1.81,80712.0,,,-1.8,-1.8,1.81,Well-Calibrated,Neutral
S01638,"Southfield, FL",SOUTH,13,7247077.0,7.377463e+06,5.16,1.8,39307.0,,,0.5,2.6,1.8,Well-Calibrated,Maintain
S01597,"Eagleshire, TN",SOUTH,13,18129837.0,1.780405e+07,6.43,-1.8,125973.0,,,-3.9,-0.3,1.8,Well-Calibrated,Maintain
S00189,"Irontown, MO",WEST,13,5398927.0,5.30162e+06,6.47,-1.8,37550.0,,,-3.1,-0.9,1.8,Well-Calibrated,Maintain
S01516,"Bearside, NC",SOUTH,13,21011297.0,2.0633186e+07,6.28,-1.8,115886.0,,,-0.0,-3.0,1.8,Well-Calibrated,High Growth
S00317,"Southcamp, OR",WEST,13,11544023.0,1.133619e+07,8.5,-1.8,88634.0,,,0.8,-3.5,1.8,Well-Calibrated,Maintain
S00151,"Morwood, MI",NORTH,13,13136029.0,1.2899329e+07,6.82,-1.8,80285.0,,,-1.5,-2.0,1.8,Well-Calibrated,Maintain
S00673,"Sagerock, VA",NORTH,13,4034608.0,3.962157e+06,5.17,-1.8,21031.0,,,-1.8,-1.8,1.8,Well-Calibrated,Growth
S01641,"Oaktown, OH",NORTH,13,3795405.0,3.72753e+06,6.85,-1.79,22547.0,,,-2.2,-1.5,1.79,Well-Calibrated,Neutral
S01443,"Maplemesa, NC",SOUTH,13,6972863.0,6.848133e+06,11.36,-1.79,75535.0,,,-3.7,-0.4,1.79,Well-Calibrated,High Growth
S01195,"Ironmont, KY",SOUTH,13,14754196.0,1.5018247e+07,6.04,1.79,82665.0,,,-0.6,3.6,1.79,Well-Calibrated,Maintain
S00986,"Granitecrest, NY",NORTH,13,27459456.0,2.6967366e+07,5.99,-1.79,157948.0,,,-2.9,-1.1,1.79,Well-Calibrated,Defend
S00304,"Stormisle, TX",WEST,13,28054493.0,2.755257e+07,5.71,-1.79,142731.0,,,-0.3,-2.8,1.79,Well-Calibrated,Growth
S01698,"Highridge, FL",SOUTH,13,7483099.0,7.349104e+06,6.74,-1.79,46779.0,,,-3.6,-0.6,1.79,Well-Calibrated,High Growth
S01287,"Eaglecourt, MI",NORTH,13,35038700.0,3.441626e+07,7.32,-1.78,235489.0,,,-0.6,-2.6,1.78,Well-Calibrated,Neutral
S01261,"Stonedale, MI",NORTH,13,5634418.0,5.734942e+06,9.99,1.78,59029.0,,,-5.6,8.6,1.78,Well-Calibrated,Maintain
